Order ID,Order Date,Customer Name,City,State,Country,Region,Category,Sub Category,Product Name,Quantity,Unit Price,Discount (%),Sales,Revenue,Profit,Payment Method,Salesperson
102901,2025-12-21,Customer 631,City 16,Washington,USA,South,Electronics,Laptop,Laptop,3,225.96,15,576.2,576.2,87.28,Credit Card,Salesperson 11
102902,2026-06-14,Customer 496,City 30,Illinois,USA,North,Stationery,Notebook,Notebook,5,822.24,5,3905.64,3905.64,1179.94,PayPal,Salesperson 5
102903,2025-10-14,Customer 458,City 10,New York,USA,North,Electronics,Phone,Phone,5,708.37,10,3187.66,3187.66,779.03,UPI,Salesperson 6
102904,2025-09-16,Customer 699,City 16,Texas,USA,North,Fashion,Watch,Watch,4,1403.54,0,5614.16,5614.16,1179.42,UPI,Salesperson 14
102905,2025-10-05,Customer 353,City 26,Texas,USA,South,Electronics,Phone,Phone,8,278.83,10,2007.58,2007.58,450.78,Cash,Salesperson 15
102906,2026-04-11,Customer 604,City 18,Illinois,USA,West,Stationery,Pen,Pen,10,1379.63,20,11037.04,11037.04,2817.14,Cash,Salesperson 11
102907,2025-10-29,Customer 71,City 8,Florida,USA,North,Furniture,Desk,Desk,5,497.44,10,2238.48,2238.48,713.04,Credit Card,Salesperson 20
102908,2025-01-04,Customer 708,City 11,Illinois,USA,West,Electronics,Headphones,Headphones,10,1486.73,5,14123.93,14123.93,2716.12,Debit Card,Salesperson 15
102909,2026-01-21,Customer 256,City 17,Illinois,USA,North,Stationery,Notebook,Notebook,2,1481.87,20,2370.99,2370.99,323.34,Credit Card,Salesperson 5
102910,2025-09-06,Customer 433,City 24,Washington,USA,East,Furniture,Desk,Desk,9,433.08,10,3507.95,3507.95,733.86,Cash,Salesperson 4
102911,2025-05-16,Customer 719,City 30,Texas,USA,North,Electronics,Phone,Phone,6,617.34,15,3148.43,3148.43,367.57,Cash,Salesperson 1
102912,2025-11-20,Customer 238,City 4,New York,USA,North,Stationery,Pen,Pen,6,921.87,20,4424.98,4424.98,390.15,Debit Card,Salesperson 5
102913,2026-03-27,Customer 692,City 6,Washington,USA,West,Accessories,Backpack,Backpack,5,365.7,0,1828.5,1828.5,251.53,Credit Card,Salesperson 18
102914,2025-12-27,Customer 429,City 7,California,USA,North,Stationery,Pen,Pen,3,429.98,15,1096.45,1096.45,345.92,Debit Card,Salesperson 3
102915,2025-07-10,Customer 571,City 29,New York,USA,North,Furniture,Chair,Chair,9,1049.3,15,8027.14,8027.14,1822.35,Cash,Salesperson 14
102916,2026-06-07,Customer 340,City 17,New York,USA,West,Electronics,Phone,Phone,6,1046.95,10,5653.53,5653.53,981.53,Debit Card,Salesperson 12
102917,2025-01-30,Customer 170,City 21,Illinois,USA,South,Stationery,Pen,Pen,6,1064.43,10,5747.92,5747.92,583.84,UPI,Salesperson 5
102918,2026-01-26,Customer 444,City 19,California,USA,East,Electronics,Phone,Phone,3,1372.73,20,3294.55,3294.55,890.59,PayPal,Salesperson 9
102919,2025-11-14,Customer 180,City 18,Illinois,USA,South,Stationery,Pen,Pen,10,1383.9,20,11071.2,11071.2,2457.94,PayPal,Salesperson 10
102920,2025-08-14,Customer 691,City 6,Illinois,USA,West,Accessories,Backpack,Backpack,1,495.87,0,495.87,495.87,72.14,Credit Card,Salesperson 6
102921,2026-01-26,Customer 536,City 14,Florida,USA,South,Furniture,Chair,Chair,3,1377.36,5,3925.48,3925.48,1233.44,Cash,Salesperson 16
102922,2025-12-13,Customer 191,City 16,Texas,USA,West,Fashion,Shoes,Shoes,7,208.6,20,1168.16,1168.16,315.0,Cash,Salesperson 1
102923,2025-08-20,Customer 276,City 15,California,USA,North,Furniture,Chair,Chair,3,14.41,15,36.75,36.75,7.39,Cash,Salesperson 6
102924,2025-12-22,Customer 773,City 25,Washington,USA,East,Fashion,Shoes,Shoes,4,1236.7,10,4452.12,4452.12,1122.76,Cash,Salesperson 8
102925,2026-04-09,Customer 512,City 21,Washington,USA,North,Stationery,Notebook,Notebook,7,264.36,5,1757.99,1757.99,548.26,Credit Card,Salesperson 9
102926,2026-04-27,Customer 224,City 2,Texas,USA,West,Stationery,Notebook,Notebook,4,512.79,10,1846.04,1846.04,499.44,Debit Card,Salesperson 5
102927,2025-01-24,Customer 320,City 23,Texas,USA,East,Electronics,Headphones,Headphones,9,519.86,15,3976.93,3976.93,1309.01,Credit Card,Salesperson 5
102928,2025-08-17,Customer 593,City 26,New York,USA,West,Stationery,Notebook,Notebook,6,509.94,15,2600.69,2600.69,574.04,Credit Card,Salesperson 10
102929,2025-03-12,Customer 369,City 26,Illinois,USA,West,Electronics,Phone,Phone,2,626.28,20,1002.05,1002.05,225.57,UPI,Salesperson 13
102930,2025-01-11,Customer 305,City 9,Illinois,USA,East,Accessories,Backpack,Backpack,4,793.83,10,2857.79,2857.79,521.92,Cash,Salesperson 16
102931,2025-03-14,Customer 707,City 6,Florida,USA,East,Furniture,Chair,Chair,4,285.18,5,1083.68,1083.68,269.16,UPI,Salesperson 18
102932,2025-09-02,Customer 694,City 20,Florida,USA,East,Accessories,Backpack,Backpack,8,48.37,15,328.92,328.92,105.46,PayPal,Salesperson 19
102933,2025-01-25,Customer 652,City 18,Illinois,USA,East,Furniture,Desk,Desk,3,635.51,0,1906.53,1906.53,403.82,Debit Card,Salesperson 2
102934,2025-09-08,Customer 590,City 17,California,USA,North,Electronics,Phone,Phone,3,1416.36,0,4249.08,4249.08,598.5,Debit Card,Salesperson 17
102935,2025-08-18,Customer 254,City 12,New York,USA,North,Accessories,Backpack,Backpack,2,1301.38,15,2212.35,2212.35,262.87,UPI,Salesperson 18
102936,2026-01-10,Customer 224,City 7,New York,USA,East,Electronics,Phone,Phone,1,813.55,0,813.55,813.55,273.02,Debit Card,Salesperson 11
102937,2026-06-08,Customer 786,City 15,California,USA,East,Stationery,Pen,Pen,8,36.66,15,249.29,249.29,52.99,Cash,Salesperson 12
102938,2025-10-30,Customer 362,City 16,Florida,USA,East,Fashion,Watch,Watch,7,991.78,10,6248.21,6248.21,1280.41,PayPal,Salesperson 19
102939,2025-09-03,Customer 705,City 21,New York,USA,South,Stationery,Notebook,Notebook,6,43.0,10,232.2,232.2,38.9,PayPal,Salesperson 3
102940,2025-10-21,Customer 77,City 18,Texas,USA,East,Accessories,Backpack,Backpack,2,454.04,10,817.27,817.27,258.53,Debit Card,Salesperson 11
102941,2026-05-28,Customer 168,City 25,California,USA,West,Electronics,Headphones,Headphones,6,219.4,0,1316.4,1316.4,440.27,UPI,Salesperson 4
102942,2026-01-19,Customer 504,City 10,Washington,USA,East,Electronics,Phone,Phone,10,945.58,5,8983.01,8983.01,943.07,UPI,Salesperson 5
102943,2026-01-30,Customer 784,City 20,Florida,USA,West,Electronics,Laptop,Laptop,4,65.34,5,248.29,248.29,51.61,Debit Card,Salesperson 1
102944,2026-01-07,Customer 700,City 28,Texas,USA,South,Fashion,Shoes,Shoes,9,216.54,0,1948.86,1948.86,255.12,Credit Card,Salesperson 6
102945,2026-03-23,Customer 240,City 10,Washington,USA,North,Furniture,Desk,Desk,5,19.36,5,91.96,91.96,21.83,PayPal,Salesperson 9
102946,2025-02-09,Customer 371,City 23,Washington,USA,South,Electronics,Phone,Phone,3,1196.84,0,3590.52,3590.52,1084.84,UPI,Salesperson 16
102947,2025-10-17,Customer 490,City 20,Florida,USA,North,Fashion,Watch,Watch,6,876.58,0,5259.48,5259.48,1425.31,Debit Card,Salesperson 8
102948,2025-03-31,Customer 117,City 7,Florida,USA,South,Electronics,Headphones,Headphones,6,457.22,0,2743.32,2743.32,283.42,UPI,Salesperson 17
102949,2026-03-19,Customer 709,City 6,New York,USA,West,Stationery,Notebook,Notebook,8,107.64,5,818.06,818.06,198.15,PayPal,Salesperson 14
102950,2025-04-29,Customer 787,City 4,Texas,USA,North,Electronics,Phone,Phone,3,742.89,10,2005.8,2005.8,604.22,Debit Card,Salesperson 20
102951,2025-10-24,Customer 607,City 28,Florida,USA,North,Electronics,Phone,Phone,4,756.24,5,2873.71,2873.71,260.49,Debit Card,Salesperson 20
102952,2025-03-13,Customer 593,City 13,Washington,USA,West,Fashion,Shoes,Shoes,10,80.86,20,646.88,646.88,164.36,UPI,Salesperson 12
102953,2025-02-06,Customer 526,City 5,California,USA,South,Electronics,Headphones,Headphones,4,179.94,20,575.81,575.81,62.81,Debit Card,Salesperson 11
102954,2025-06-05,Customer 240,City 25,New York,USA,West,Stationery,Pen,Pen,9,1091.95,5,9336.17,9336.17,984.1,Cash,Salesperson 2
102955,2025-08-11,Customer 708,City 18,Illinois,USA,North,Furniture,Desk,Desk,2,1367.37,0,2734.74,2734.74,227.16,PayPal,Salesperson 4
102956,2025-01-31,Customer 115,City 8,Washington,USA,South,Fashion,Shoes,Shoes,8,439.39,10,3163.61,3163.61,947.65,Debit Card,Salesperson 1
102957,2026-03-17,Customer 29,City 16,California,USA,East,Furniture,Chair,Chair,5,1429.26,10,6431.67,6431.67,1543.32,PayPal,Salesperson 16
102958,2025-06-07,Customer 367,City 23,Washington,USA,West,Stationery,Pen,Pen,6,91.76,15,467.98,467.98,94.78,Debit Card,Salesperson 8
102959,2025-01-27,Customer 201,City 22,New York,USA,North,Electronics,Phone,Phone,7,1135.07,5,7548.22,7548.22,843.68,Credit Card,Salesperson 2
102960,2026-01-24,Customer 791,City 7,California,USA,West,Stationery,Notebook,Notebook,8,1464.95,0,11719.6,11719.6,3956.64,Cash,Salesperson 15
102961,2026-02-11,Customer 407,City 22,Illinois,USA,South,Electronics,Laptop,Laptop,1,521.33,20,417.06,417.06,65.0,Debit Card,Salesperson 8
102962,2025-11-22,Customer 536,City 27,California,USA,North,Furniture,Chair,Chair,8,93.6,15,636.48,636.48,69.49,PayPal,Salesperson 16
102963,2025-09-13,Customer 187,City 7,Florida,USA,South,Electronics,Phone,Phone,5,985.67,20,3942.68,3942.68,763.43,Credit Card,Salesperson 13
102964,2026-06-23,Customer 566,City 7,Illinois,USA,South,Stationery,Notebook,Notebook,9,1168.58,10,9465.5,9465.5,1486.41,Debit Card,Salesperson 15
102965,2025-05-26,Customer 538,City 28,Florida,USA,South,Stationery,Notebook,Notebook,10,1099.65,20,8797.2,8797.2,1874.5,UPI,Salesperson 18
102966,2025-04-28,Customer 590,City 14,California,USA,South,Stationery,Notebook,Notebook,5,537.33,0,2686.65,2686.65,368.41,UPI,Salesperson 17
102967,2025-07-31,Customer 561,City 23,New York,USA,South,Electronics,Headphones,Headphones,4,645.41,20,2065.31,2065.31,477.94,Cash,Salesperson 19
102968,2025-09-22,Customer 712,City 8,New York,USA,East,Furniture,Chair,Chair,3,1429.51,20,3430.82,3430.82,290.21,Cash,Salesperson 12
102969,2026-05-07,Customer 729,City 9,California,USA,West,Fashion,Shoes,Shoes,5,622.88,10,2802.96,2802.96,615.7,Debit Card,Salesperson 16
102970,2025-12-07,Customer 354,City 29,Texas,USA,West,Electronics,Phone,Phone,3,62.69,5,178.67,178.67,19.39,Cash,Salesperson 13
102971,2026-06-10,Customer 106,City 4,Washington,USA,East,Electronics,Laptop,Laptop,2,393.92,20,630.27,630.27,101.8,UPI,Salesperson 3
102972,2025-08-08,Customer 720,City 13,California,USA,North,Stationery,Notebook,Notebook,8,271.5,0,2172.0,2172.0,588.22,Cash,Salesperson 18
102973,2025-07-23,Customer 385,City 3,California,USA,South,Stationery,Pen,Pen,2,157.46,15,267.68,267.68,87.72,Cash,Salesperson 1
102974,2025-12-26,Customer 265,City 6,Washington,USA,West,Stationery,Notebook,Notebook,6,512.98,10,2770.09,2770.09,505.13,PayPal,Salesperson 8
102975,2025-04-02,Customer 274,City 26,California,USA,South,Stationery,Pen,Pen,9,1130.82,5,9668.51,9668.51,2078.29,UPI,Salesperson 9
102976,2026-02-25,Customer 435,City 1,California,USA,South,Stationery,Notebook,Notebook,5,1487.86,20,5951.44,5951.44,1045.23,Credit Card,Salesperson 3
102977,2025-06-03,Customer 226,City 17,New York,USA,West,Electronics,Phone,Phone,10,1433.15,5,13614.92,13614.92,1648.64,UPI,Salesperson 5
102978,2025-08-26,Customer 548,City 12,Washington,USA,North,Electronics,Phone,Phone,8,1116.9,5,8488.44,8488.44,1574.23,PayPal,Salesperson 11
102979,2025-01-31,Customer 800,City 23,Illinois,USA,North,Accessories,Backpack,Backpack,1,1469.86,20,1175.89,1175.89,155.56,Cash,Salesperson 12
102980,2025-09-23,Customer 772,City 25,California,USA,South,Electronics,Laptop,Laptop,9,174.69,5,1493.6,1493.6,285.58,UPI,Salesperson 17
102981,2025-02-04,Customer 16,City 23,New York,USA,South,Furniture,Desk,Desk,9,411.66,15,3149.2,3149.2,943.18,Cash,Salesperson 19
102982,2025-07-05,Customer 609,City 12,Florida,USA,East,Stationery,Notebook,Notebook,10,506.4,0,5064.0,5064.0,821.98,PayPal,Salesperson 13
102983,2026-05-03,Customer 713,City 23,Florida,USA,West,Stationery,Pen,Pen,10,497.31,5,4724.44,4724.44,1443.47,Debit Card,Salesperson 16
102984,2025-03-10,Customer 664,City 15,Texas,USA,East,Stationery,Notebook,Notebook,3,753.23,0,2259.69,2259.69,249.26,UPI,Salesperson 15
102985,2025-08-28,Customer 321,City 22,California,USA,West,Fashion,Watch,Watch,5,1047.19,10,4712.36,4712.36,1121.4,Debit Card,Salesperson 18
102986,2025-04-04,Customer 704,City 22,California,USA,North,Furniture,Chair,Chair,3,636.73,20,1528.15,1528.15,372.3,Credit Card,Salesperson 15
102987,2025-10-18,Customer 652,City 21,Florida,USA,West,Electronics,Laptop,Laptop,8,836.5,0,6692.0,6692.0,762.03,Cash,Salesperson 3
102988,2025-10-16,Customer 93,City 23,Florida,USA,South,Furniture,Chair,Chair,1,1285.37,20,1028.3,1028.3,166.04,Debit Card,Salesperson 11
102989,2025-08-07,Customer 495,City 6,Washington,USA,West,Stationery,Notebook,Notebook,3,1181.83,20,2836.39,2836.39,381.6,UPI,Salesperson 13
102990,2025-02-19,Customer 142,City 14,Florida,USA,West,Accessories,Backpack,Backpack,10,1490.35,0,14903.5,14903.5,3846.25,UPI,Salesperson 15
102991,2025-05-14,Customer 747,City 24,California,USA,West,Accessories,Backpack,Backpack,2,1242.77,10,2236.99,2236.99,491.61,Credit Card,Salesperson 17
102992,2025-05-04,Customer 119,City 14,California,USA,North,Fashion,Watch,Watch,5,114.11,0,570.55,570.55,120.76,UPI,Salesperson 13
102993,2026-06-01,Customer 247,City 2,Illinois,USA,West,Furniture,Desk,Desk,5,575.83,0,2879.15,2879.15,982.7,UPI,Salesperson 10
102994,2026-06-13,Customer 560,City 28,Washington,USA,East,Electronics,Headphones,Headphones,5,1310.38,15,5569.12,5569.12,765.64,Debit Card,Salesperson 8
102995,2026-05-23,Customer 470,City 1,California,USA,West,Accessories,Backpack,Backpack,8,1455.88,20,9317.63,9317.63,2442.77,PayPal,Salesperson 18
102996,2025-04-08,Customer 161,City 3,Washington,USA,North,Electronics,Phone,Phone,3,514.25,5,1465.61,1465.61,249.55,PayPal,Salesperson 6
102997,2026-02-23,Customer 682,City 13,New York,USA,North,Electronics,Headphones,Headphones,7,727.19,20,4072.26,4072.26,392.19,Debit Card,Salesperson 18
102998,2025-08-09,Customer 585,City 21,Florida,USA,West,Stationery,Pen,Pen,6,1366.29,5,7787.85,7787.85,1778.08,Credit Card,Salesperson 14
102999,2025-04-22,Customer 787,City 23,California,USA,North,Furniture,Desk,Desk,7,1138.18,20,6373.81,6373.81,739.82,Debit Card,Salesperson 16
103000,2025-09-09,Customer 500,City 17,California,USA,West,Electronics,Laptop,Laptop,10,1264.96,0,12649.6,12649.6,2538.71,Cash,Salesperson 19
103001,2026-06-12,Customer 241,City 9,Illinois,USA,East,Furniture,Chair,Chair,3,59.69,0,179.07,179.07,41.92,PayPal,Salesperson 5
103002,2026-02-24,Customer 701,City 6,Illinois,USA,West,Stationery,Pen,Pen,8,1085.19,20,6945.22,6945.22,1381.19,UPI,Salesperson 2
103003,2026-02-09,Customer 325,City 15,Texas,USA,West,Accessories,Backpack,Backpack,5,1011.43,10,4551.43,4551.43,1362.06,Cash,Salesperson 13
103004,2026-05-30,Customer 106,City 15,Illinois,USA,East,Stationery,Notebook,Notebook,5,139.27,20,557.08,557.08,121.25,Cash,Salesperson 16
103005,2025-12-08,Customer 784,City 5,Texas,USA,North,Fashion,Watch,Watch,6,10.22,0,61.32,61.32,8.11,Debit Card,Salesperson 14
103006,2025-05-09,Customer 762,City 13,Washington,USA,East,Electronics,Headphones,Headphones,7,919.13,5,6112.21,6112.21,585.27,UPI,Salesperson 6
103007,2025-02-03,Customer 473,City 25,Florida,USA,North,Stationery,Notebook,Notebook,8,337.91,0,2703.28,2703.28,662.8,Cash,Salesperson 8
103008,2025-06-02,Customer 279,City 15,New York,USA,West,Stationery,Notebook,Notebook,2,651.86,10,1173.35,1173.35,140.32,UPI,Salesperson 4
103009,2025-01-26,Customer 64,City 24,Florida,USA,South,Electronics,Headphones,Headphones,6,1063.59,5,6062.46,6062.46,1274.27,Cash,Salesperson 14
103010,2025-08-11,Customer 265,City 5,Texas,USA,East,Fashion,Watch,Watch,4,295.21,15,1003.71,1003.71,198.04,Cash,Salesperson 6
103011,2025-06-30,Customer 191,City 11,Illinois,USA,South,Fashion,Shoes,Shoes,4,700.7,5,2662.66,2662.66,570.53,Credit Card,Salesperson 2
103012,2025-11-16,Customer 146,City 21,Texas,USA,East,Furniture,Chair,Chair,4,1077.6,0,4310.4,4310.4,352.87,Credit Card,Salesperson 7
103013,2025-07-21,Customer 700,City 4,Washington,USA,South,Accessories,Backpack,Backpack,1,404.31,5,384.09,384.09,54.91,PayPal,Salesperson 9
103014,2026-05-14,Customer 561,City 21,California,USA,East,Stationery,Notebook,Notebook,7,953.75,0,6676.25,6676.25,764.62,Cash,Salesperson 8
103015,2025-04-27,Customer 489,City 14,Illinois,USA,West,Accessories,Backpack,Backpack,2,890.7,10,1603.26,1603.26,454.11,PayPal,Salesperson 1
103016,2025-05-28,Customer 99,City 12,New York,USA,South,Stationery,Pen,Pen,5,557.45,10,2508.53,2508.53,408.72,Cash,Salesperson 20
103017,2025-05-29,Customer 645,City 27,New York,USA,South,Electronics,Headphones,Headphones,7,437.6,10,2756.88,2756.88,374.08,PayPal,Salesperson 14
103018,2025-05-16,Customer 539,City 18,Texas,USA,North,Fashion,Shoes,Shoes,9,547.18,5,4678.39,4678.39,706.58,Debit Card,Salesperson 20
103019,2026-06-15,Customer 223,City 22,Texas,USA,North,Accessories,Backpack,Backpack,10,1365.72,15,11608.62,11608.62,3792.54,UPI,Salesperson 1
103020,2026-03-07,Customer 354,City 26,Florida,USA,North,Furniture,Chair,Chair,3,146.43,20,351.43,351.43,63.61,Credit Card,Salesperson 5
103021,2026-06-21,Customer 415,City 21,Washington,USA,North,Stationery,Notebook,Notebook,1,597.2,15,507.62,507.62,160.8,Cash,Salesperson 15
103022,2025-11-01,Customer 582,City 19,Washington,USA,West,Furniture,Chair,Chair,5,743.85,15,3161.36,3161.36,332.82,Debit Card,Salesperson 5
103023,2025-01-01,Customer 237,City 17,Florida,USA,South,Fashion,Shoes,Shoes,10,540.77,20,4326.16,4326.16,450.08,UPI,Salesperson 5
103024,2026-02-15,Customer 248,City 30,Washington,USA,West,Accessories,Backpack,Backpack,7,257.5,0,1802.5,1802.5,302.49,UPI,Salesperson 7
103025,2025-12-11,Customer 611,City 10,California,USA,South,Fashion,Watch,Watch,7,345.64,20,1935.58,1935.58,289.25,PayPal,Salesperson 19
103026,2026-03-22,Customer 798,City 22,Washington,USA,East,Stationery,Notebook,Notebook,6,1182.87,10,6387.5,6387.5,1226.3,Debit Card,Salesperson 3
103027,2025-06-03,Customer 757,City 28,California,USA,North,Accessories,Backpack,Backpack,1,772.75,5,734.11,734.11,64.94,Debit Card,Salesperson 15
103028,2025-06-21,Customer 360,City 24,New York,USA,West,Furniture,Chair,Chair,7,1008.86,5,6708.92,6708.92,1773.72,Debit Card,Salesperson 6
103029,2025-08-07,Customer 613,City 3,New York,USA,West,Electronics,Headphones,Headphones,4,431.2,20,1379.84,1379.84,278.79,Credit Card,Salesperson 4
103030,2026-06-16,Customer 442,City 13,Washington,USA,North,Fashion,Watch,Watch,2,54.91,0,109.82,109.82,17.75,Cash,Salesperson 7
103031,2025-07-22,Customer 681,City 16,Illinois,USA,East,Electronics,Headphones,Headphones,7,467.76,15,2783.17,2783.17,803.94,PayPal,Salesperson 12
103032,2025-01-24,Customer 614,City 7,New York,USA,North,Furniture,Desk,Desk,2,729.09,15,1239.45,1239.45,365.19,Cash,Salesperson 10
103033,2026-05-18,Customer 253,City 23,Florida,USA,West,Stationery,Notebook,Notebook,9,165.63,10,1341.6,1341.6,234.13,Cash,Salesperson 19
103034,2025-08-28,Customer 553,City 15,Illinois,USA,North,Furniture,Desk,Desk,5,1371.68,5,6515.48,6515.48,1732.73,UPI,Salesperson 5
103035,2025-12-20,Customer 90,City 18,Texas,USA,West,Fashion,Shoes,Shoes,10,49.84,10,448.56,448.56,83.0,PayPal,Salesperson 10
103036,2026-05-30,Customer 243,City 15,Florida,USA,South,Accessories,Backpack,Backpack,8,140.4,20,898.56,898.56,295.66,UPI,Salesperson 12
103037,2025-08-08,Customer 516,City 2,New York,USA,South,Electronics,Laptop,Laptop,10,1230.02,20,9840.16,9840.16,1634.51,UPI,Salesperson 2
103038,2026-02-04,Customer 288,City 13,Illinois,USA,South,Electronics,Headphones,Headphones,4,72.39,20,231.65,231.65,58.87,UPI,Salesperson 8
103039,2025-12-04,Customer 182,City 4,Texas,USA,North,Furniture,Desk,Desk,4,540.7,20,1730.24,1730.24,327.95,UPI,Salesperson 13
103040,2025-02-16,Customer 215,City 11,Florida,USA,West,Electronics,Laptop,Laptop,4,759.08,0,3036.32,3036.32,247.09,PayPal,Salesperson 10
103041,2025-03-02,Customer 218,City 16,New York,USA,East,Stationery,Pen,Pen,7,6.03,10,37.99,37.99,9.06,Cash,Salesperson 9
103042,2025-03-25,Customer 437,City 3,Texas,USA,South,Accessories,Backpack,Backpack,7,1103.31,20,6178.54,6178.54,698.68,Credit Card,Salesperson 11
103043,2025-12-26,Customer 565,City 26,New York,USA,North,Electronics,Laptop,Laptop,4,1091.9,15,3712.46,3712.46,997.4,PayPal,Salesperson 2
103044,2025-08-09,Customer 222,City 12,Texas,USA,West,Electronics,Laptop,Laptop,5,188.32,20,753.28,753.28,182.74,Cash,Salesperson 1
103045,2025-01-27,Customer 172,City 19,Florida,USA,West,Electronics,Phone,Phone,4,775.86,10,2793.1,2793.1,788.45,Debit Card,Salesperson 17
103046,2025-10-29,Customer 363,City 28,New York,USA,North,Electronics,Laptop,Laptop,2,1487.32,0,2974.64,2974.64,293.05,PayPal,Salesperson 3
103047,2025-04-29,Customer 195,City 30,New York,USA,East,Stationery,Notebook,Notebook,9,86.92,0,782.28,782.28,188.83,Credit Card,Salesperson 12
103048,2026-02-26,Customer 546,City 15,California,USA,West,Stationery,Notebook,Notebook,2,865.5,20,1384.8,1384.8,194.02,Cash,Salesperson 3
103049,2025-06-01,Customer 612,City 28,Texas,USA,South,Accessories,Backpack,Backpack,1,806.72,10,726.05,726.05,177.73,PayPal,Salesperson 12
103050,2025-03-27,Customer 158,City 19,Texas,USA,South,Electronics,Laptop,Laptop,8,1378.02,0,11024.16,11024.16,2668.33,Debit Card,Salesperson 3
103051,2025-02-13,Customer 577,City 28,Florida,USA,North,Furniture,Chair,Chair,5,866.85,5,4117.54,4117.54,1398.58,Credit Card,Salesperson 7
103052,2026-06-19,Customer 570,City 12,New York,USA,South,Accessories,Backpack,Backpack,2,1403.77,15,2386.41,2386.41,510.52,Cash,Salesperson 9
103053,2025-07-05,Customer 425,City 26,Washington,USA,South,Fashion,Shoes,Shoes,1,586.05,0,586.05,586.05,57.69,Credit Card,Salesperson 8
103054,2026-03-16,Customer 326,City 16,Washington,USA,North,Electronics,Laptop,Laptop,7,889.9,10,5606.37,5606.37,1876.24,Debit Card,Salesperson 4
103055,2025-05-05,Customer 684,City 24,Texas,USA,South,Electronics,Phone,Phone,9,650.27,0,5852.43,5852.43,1324.71,PayPal,Salesperson 20
103056,2026-06-05,Customer 788,City 16,Illinois,USA,South,Furniture,Chair,Chair,4,93.63,10,337.07,337.07,59.47,Credit Card,Salesperson 14
103057,2025-12-16,Customer 615,City 14,Illinois,USA,North,Electronics,Headphones,Headphones,4,176.96,10,637.06,637.06,191.32,Credit Card,Salesperson 19
103058,2025-02-19,Customer 296,City 12,California,USA,East,Stationery,Pen,Pen,2,858.23,15,1458.99,1458.99,455.57,Debit Card,Salesperson 3
103059,2025-01-07,Customer 532,City 4,New York,USA,East,Electronics,Phone,Phone,3,1133.03,5,3229.14,3229.14,949.38,Credit Card,Salesperson 18
103060,2025-03-19,Customer 709,City 20,New York,USA,North,Electronics,Laptop,Laptop,5,386.39,15,1642.16,1642.16,503.74,UPI,Salesperson 2
103061,2025-10-15,Customer 580,City 29,Florida,USA,North,Fashion,Shoes,Shoes,4,413.4,20,1322.88,1322.88,222.16,Cash,Salesperson 1
103062,2025-05-15,Customer 709,City 15,Florida,USA,East,Fashion,Watch,Watch,6,1243.81,20,5970.29,5970.29,533.61,Cash,Salesperson 14
103063,2025-12-23,Customer 586,City 21,California,USA,West,Fashion,Watch,Watch,9,334.56,20,2408.83,2408.83,607.44,UPI,Salesperson 5
103064,2025-01-17,Customer 298,City 20,Florida,USA,West,Fashion,Watch,Watch,5,121.87,5,578.88,578.88,150.27,Cash,Salesperson 14
103065,2026-02-20,Customer 771,City 13,Illinois,USA,North,Electronics,Headphones,Headphones,6,1272.72,20,6109.06,6109.06,963.2,PayPal,Salesperson 12
103066,2026-06-22,Customer 646,City 13,California,USA,West,Furniture,Chair,Chair,1,148.11,10,133.3,133.3,28.49,UPI,Salesperson 13
103067,2026-02-01,Customer 133,City 20,New York,USA,West,Fashion,Shoes,Shoes,6,875.76,0,5254.56,5254.56,611.54,Credit Card,Salesperson 4
103068,2025-01-09,Customer 787,City 7,Florida,USA,South,Stationery,Pen,Pen,7,209.97,20,1175.83,1175.83,220.74,UPI,Salesperson 13
103069,2025-02-17,Customer 128,City 13,Florida,USA,West,Fashion,Shoes,Shoes,10,1376.65,15,11701.52,11701.52,2462.49,Debit Card,Salesperson 16
103070,2026-05-25,Customer 136,City 7,California,USA,South,Accessories,Backpack,Backpack,5,71.98,0,359.9,359.9,115.94,UPI,Salesperson 5
103071,2026-02-04,Customer 35,City 1,Illinois,USA,East,Furniture,Desk,Desk,3,1441.73,10,3892.67,3892.67,470.51,PayPal,Salesperson 20
103072,2025-04-21,Customer 371,City 28,California,USA,East,Furniture,Desk,Desk,10,588.77,0,5887.7,5887.7,1190.53,Debit Card,Salesperson 1
103073,2025-05-02,Customer 528,City 9,Florida,USA,West,Stationery,Notebook,Notebook,4,499.03,0,1996.12,1996.12,261.24,Credit Card,Salesperson 11
103074,2025-05-10,Customer 744,City 23,Washington,USA,North,Fashion,Watch,Watch,10,348.75,5,3313.12,3313.12,481.71,Credit Card,Salesperson 20
103075,2025-09-22,Customer 763,City 8,Washington,USA,North,Electronics,Phone,Phone,3,1382.43,20,3317.83,3317.83,508.07,UPI,Salesperson 3
103076,2026-05-13,Customer 525,City 8,Florida,USA,South,Furniture,Desk,Desk,1,1212.13,20,969.7,969.7,320.08,Cash,Salesperson 16
103077,2025-06-02,Customer 99,City 30,California,USA,West,Fashion,Watch,Watch,9,230.94,10,1870.61,1870.61,172.44,PayPal,Salesperson 5
103078,2026-06-14,Customer 83,City 17,California,USA,North,Furniture,Chair,Chair,2,329.43,20,527.09,527.09,175.99,Credit Card,Salesperson 19
103079,2025-12-19,Customer 475,City 17,Illinois,USA,West,Stationery,Pen,Pen,3,1292.97,5,3684.96,3684.96,1263.29,Debit Card,Salesperson 11
